item,type,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task,class,smell_label,smell_labels
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,playbook,179,0,18,10,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,playbook,179,0,18,10,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Unknown,task,0,0,0,0,0,0,0.0,0,0,0.0,0,79,0,0,Large Task,cs5,cs5
add OS specific variables,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
Unknown,task,0,0,0,0,0,0,0.0,0,0,0.0,0,12,0,0,Large Task,cs5,cs5
include distribution tasks,task,0,0,0,0,0,0,0.0,0,0,0.0,0,20,0,0,Large Task,cs5,cs5
save cephadm playbook command to shell script,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
search triple_run_cephadm_output of cephadm run(s) non-zero return codes,task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,72,0,Long Task Name,cs6,cs6
Create and start container,task,0,0,0,0,0,0,0.0,0,0,0.0,0,23,0,0,Large Task,cs5,cs5
install unarchive module pkgs...,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,playbook,551,0,53,10,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,playbook,551,0,53,10,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Install custom packages required by Oracle on SLES (oracle_packages_sles),task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,73,0,Long Task Name,cs6,cs6
Install default packages required by Oracle on SLES (version dependant),task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,71,0,Long Task Name,cs6,cs6
Timezone,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
filesytem | mount dir,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
Flush Buffer Cache,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
Configure SSL,task,0,0,0,0,0,0,0.0,0,0,0.0,0,58,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml,playbook,0,0,0,0,0,0,0.290906192,0,0,0.0,0,0,0,0,Incohesive Playbook,cs1,cs1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,playbook,137,0,12,9,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,playbook,0,0,0,0,0,0,0.442769935,0,0,0.0,0,0,0,0,Incohesive Playbook,cs1,cs1
setup basic /etc/fedmsg.d/ contents,task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,playbook,341,0,37,9,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,playbook,341,0,37,9,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
install needed packages,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
add apache user to the masher group so it can talk to the monitoring socket,task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,75,0,Long Task Name,cs6,cs6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,315,0,39,8,8,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,0,0,0,0,8,0,0.0,0,0,0.0,0,0,0,0,high playbook coupling,cs3,cs3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,315,0,39,8,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Install system packages,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
Force update odoo modules,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Update in Odoo pip upgraded community modules,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Build the list of new modules to install,task,0,0,0,0,0,0,0.0,0,0,0.0,0,15,0,0,Large Task,cs5,cs5
Install only new Odoo modules,task,0,0,0,0,0,0,0.0,0,0,0.0,0,19,0,0,Large Task,cs5,cs5
Run docker postgres barman container,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Configure and start cloudwatch agent,task,0,0,0,0,0,0,0.0,0,0,0.0,0,26,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml,playbook,98,0,18,5,4,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0.0,0,0,0.0,0,0,0,0,Insufficient Modularization,cs9,cs9
copy RMAN scipts,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Template tnsnames.ora for rman catalog,task,0,0,0,0,0,0,0.0,0,0,0.0,0,29,0,0,Large Task,cs5,cs5
Wallet create,task,0,0,0,0,0,0,0.0,0,0,0.0,0,26,0,0,Large Task,cs5,cs5
List wallet contents,task,0,0,0,0,0,0,0.0,0,0,0.0,0,26,0,0,Large Task,cs5,cs5
Wallet createCredential,task,0,0,0,0,0,0,0.0,0,0,0.0,0,31,0,0,Large Task,cs5,cs5
Wallet modifyCredential to ensure password is up to date,task,0,0,0,0,0,0,0.0,0,0,0.0,0,30,0,0,Large Task,cs5,cs5
Register Database in RMAN Catalog,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
Execute RMAN-Script at playbook,task,0,0,0,0,0,0,0.0,0,0,0.0,0,24,0,0,Large Task,cs5,cs5
Add Environment variables to /etc/cron.d,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Create crontab entries for RMAN Backup,task,0,0,0,0,0,0,0.0,0,0,0.0,0,32,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\NationalGenomicsInfrastructure\irma-provision\roles\taca\tasks\main.yml,playbook,74,0,19,5,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_preview_modules\tests\integration\targets\azure_rm_publicipaddress\tasks\main.yml,playbook,95,0,19,5,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0.0,0,0,0.0,0,0,0,0,Insufficient Modularization,cs9,cs9
Assert that facts are returned,task,0,0,0,0,0,0,0.0,0,0,0.0,0,22,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\ad_hoc_reporting\tasks\main.yml,playbook,169,0,13,12,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
install single user access mongodb replica scripts,task,0,0,0,0,0,0,0.0,0,0,0.0,0,24,0,0,Large Task,cs5,cs5
Unknown,task,0,0,0,0,0,0,0.0,0,0,0.0,0,72,0,0,Large Task,cs5,cs5
Creating firewall rules,task,0,0,0,0,0,0,0.0,0,0,0.0,0,40,0,0,Large Task,cs5,cs5
Update DHCP for Interface {{ set_network_ipv4_dhcp_label }},task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,8,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\glusterfs\tasks\main.yml,playbook,0,0,0,0,0,0,0.269161292,0,0,0.0,0,0,0,0,Incohesive Playbook,cs1,cs1
Configure RM API credentials,task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,423,0,48,8,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,0,0,0,0,5,5,0.0,0,0,0.0,0,0,0,0,high playbook coupling,cs3,cs3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,423,0,48,8,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
install needed packages,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
copy sundry pagure configuration,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Install the SSL cert so that we can use https,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
set sebooleans so pagure can talk to the network (db + redis),task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,61,0,Long Task Name,cs6,cs6
"Start and enable httpd, postfix, pagure_milter",task,0,0,0,0,0,0,0.0,0,0,0.0,0,28,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\skel\tasks\main.yml,playbook,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,5,Inconsistent Naming Convention ,cs7,cs7
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\antivirus\tasks\main.yml,playbook,76,0,8,8,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Create api protection client,task,0,0,0,0,0,0,0.0,0,0,0.0,0,25,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\settings\tasks\main2.yml,playbook,0,0,0,0,5,0,0.0,0,0,0.0,0,0,0,0,high playbook coupling,cs3,cs3
Update admin user id and project id in hieradata static.yaml,task,0,0,0,0,0,0,0.0,0,0,0.0,0,22,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,playbook,167,0,16,10,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,playbook,167,0,16,10,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Create global webroot directories if allowed,task,0,0,0,0,0,0,0.0,0,0,0.0,0,19,0,0,Large Task,cs5,cs5
Create default welcome page if enabled,task,0,0,0,0,0,0,0.0,0,0,0.0,0,19,0,0,Large Task,cs5,cs5
Generate nginx server configuration,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
Disable nginx server configuration,task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,0,Large Task,cs5,cs5
Enable nginx server configuration,task,0,0,0,0,0,0,0.0,0,0,0.0,0,23,0,0,Large Task,cs5,cs5
Install the python venv,task,0,0,0,0,0,0,0.0,0,0,0.0,0,20,0,0,Large Task,cs5,cs5
Create octavia dir,task,0,0,0,0,0,0,0.0,0,0,0.0,0,20,0,0,Large Task,cs5,cs5
Unknown,task,0,0,0,0,0,0,0.0,0,0,0.0,0,23,0,0,Large Task,cs5,cs5
Install DLRN deps,task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,0,Large Task,cs5,cs5
Async:: Provisioning AWS_EC2 Resource,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,3,Large Task,cs5,cs5
deprovision os_router,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
provision os_router,task,0,0,0,0,0,0,0.0,0,0,0.0,0,21,0,0,Large Task,cs5,cs5
provision/deprovision os_zone,task,0,0,0,0,0,0,0.0,0,0,0.0,0,24,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml,playbook,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,4,Inconsistent Naming Convention ,cs7,cs7
Setup rabbitmy/erlang repo from packagecloud for RH,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
Setup rabbit repo from packagecloud for RH,task,0,0,0,0,0,0,0.0,0,0,0.0,0,16,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml,playbook,0,0,0,0,0,0,0.0,0,0,0.0,4,0,0,0,Inconsistent Naming Convention ,cs7,cs7
Deploy the RBD Mirror daemon,task,0,0,0,0,0,0,0.0,0,0,0.0,0,28,0,0,Large Task,cs5,cs5
Configure RBD mirror,task,0,0,0,0,0,0,0.0,0,0,0.0,0,29,0,0,Large Task,cs5,cs5
Replaces device configuration of listed acl with provided configuration,task,0,0,0,0,0,0,0.0,0,0,0.0,0,42,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,playbook,107,1,0,0,0,12,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,playbook,107,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,Insufficient Modularization,cs9,cs9
Install and manage Roundcube Web mail,play,0,0,0,0,0,0,0.0,147,0,0.0,0,0,0,0,Large Play,cs8,cs8
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-lint\examples\playbooks\rule-partial-become-without-become-pass.yml,playbook,0,0,0,0,0,0,0.30930086,0,0,0.0,0,0,0,0,Incohesive Playbook,cs1,cs1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,playbook,341,0,53,6,0,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,playbook,341,0,53,6,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",task,0,0,0,0,0,0,0.0,0,0,0.0,0,29,0,0,Large Task,cs5,cs5
"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,99,0,Long Task Name,cs6,cs6
Define dense representation of security group rules with multiple remote ip prefixes per rule,task,0,0,0,0,0,0,0.0,0,0,0.0,0,18,0,0,Large Task,cs5,cs5
"update hosts file for localhost.localhost (workaround for puppet, discovered on centos7)",task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,88,0,Long Task Name,cs6,cs6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\bluebanquise\bluebanquise\collections\monitoring\roles\prometheus\tasks\server_ipmi_exporter.yml,playbook,0,0,0,0,0,0,0.0,0,0,0.0,4,0,0,4,Inconsistent Naming Convention ,cs7,cs7
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,1,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,0,0.0,0,0,0.0,0,0,0,0,Insufficient Modularization,cs9,cs9
Solve lab App Management Basics of cp-ocp-admin-storage workshop,play,0,0,0,0,0,0,0.0,148,22,6.727272727,0,0,0,0,Large Play,cs8,cs8
Avi StringGroup | Create or Update StringGroup,task,0,0,0,0,0,0,0.0,0,0,0.0,0,27,0,0,Large Task,cs5,cs5
FileGenerator updates for tenant-specific resources,task,0,0,0,0,0,0,0.0,0,0,0.0,0,32,0,0,Large Task,cs5,cs5
create a new directory for each tenant under $deploy/site-config/multi-tenant/,task,0,0,0,0,0,0,0.0,0,0,0.0,0,5,0,0,Long Task Name,cs6,cs6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-python_venv_build\tests\test.yml,playbook,167,4,21,6,1,0,0.0,0,0,0.0,0,0,0,0,complex playbook,cs2,cs2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-python_venv_build\tests\test.yml,playbook,167,4,21,6,0,0,0.0,0,0,0.0,0,0,0,0,Large Playbook,cs4,cs4
Install the EPEL repository,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\ardana-ansible\roles\service-guest-image\tasks\upload_image.yml,playbook,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,Inconsistent Naming Convention ,cs7,cs7
service-guest-image | upload-image | find image that matches the checksum and name,task,0,0,0,0,0,0,0.0,0,0,0.0,0,19,0,0,Large Task,cs5,cs5
service-guest-image | upload-image | find image that matches the checksum and name,task,0,0,0,0,0,0,0.0,0,0,0.0,0,0,82,0,Long Task Name,cs6,cs6
service-guest-image | upload-image | Upload new datastore image,task,0,0,0,0,0,0,0.0,0,0,0.0,0,20,0,0,Large Task,cs5,cs5
Ensure the VM disk volumes exist,task,0,0,0,0,0,0,0.0,0,0,0.0,0,17,0,0,Large Task,cs5,cs5
