item,type,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task,class
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\main.yml,playbook,0,0,0,0,0,0,0.238697476,0,0,0,0,0,0,0,Incohesive Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,playbook,179,0,18,10,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,playbook,179,0,18,10,0,0,0,0,0,0,0,0,0,0,Large Playbook
Unknown,task,0,0,0,0,0,0,0,0,0,0,0,79,0,0,Large Task
add OS specific variables,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
Unknown,task,0,0,0,0,0,0,0,0,0,0,0,12,0,0,Large Task
include distribution tasks,task,0,0,0,0,0,0,0,0,0,0,0,20,0,0,Large Task
save cephadm playbook command to shell script,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
search triple_run_cephadm_output of cephadm run(s) non-zero return codes,task,0,0,0,0,0,0,0,0,0,0,0,0,72,0,Long Task Name
Create and start container,task,0,0,0,0,0,0,0,0,0,0,0,23,0,0,Large Task
install unarchive module pkgs...,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,playbook,551,0,53,10,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,playbook,551,0,53,10,0,0,0,0,0,0,0,0,0,0,Large Playbook
Install custom packages required by Oracle on SLES (oracle_packages_sles),task,0,0,0,0,0,0,0,0,0,0,0,0,73,0,Long Task Name
Install default packages required by Oracle on SLES (version dependant),task,0,0,0,0,0,0,0,0,0,0,0,0,71,0,Long Task Name
Timezone,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
filesytem | mount dir,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
Flush Buffer Cache,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
Configure SSL,task,0,0,0,0,0,0,0,0,0,0,0,58,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml,playbook,0,0,0,0,0,0,0.290906192,0,0,0,0,0,0,0,Incohesive Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,playbook,137,0,12,9,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,playbook,0,0,0,0,0,0,0.442769935,0,0,0,0,0,0,0,Incohesive Playbook
setup basic /etc/fedmsg.d/ contents,task,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,playbook,341,0,37,9,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,playbook,341,0,37,9,0,0,0,0,0,0,0,0,0,0,Large Playbook
install needed packages,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
add apache user to the masher group so it can talk to the monitoring socket,task,0,0,0,0,0,0,0,0,0,0,0,0,75,0,Long Task Name
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,315,0,39,8,8,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,0,0,0,0,8,0,0,0,0,0,0,0,0,0,high playbook coupling
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,playbook,315,0,39,8,0,0,0,0,0,0,0,0,0,0,Large Playbook
Install system packages,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
Force update odoo modules,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Update in Odoo pip upgraded community modules,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Build the list of new modules to install,task,0,0,0,0,0,0,0,0,0,0,0,15,0,0,Large Task
Install only new Odoo modules,task,0,0,0,0,0,0,0,0,0,0,0,19,0,0,Large Task
Run docker postgres barman container,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Configure and start cloudwatch agent,task,0,0,0,0,0,0,0,0,0,0,0,26,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml,playbook,98,0,18,5,4,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oradb_rman\tasks\main.yml,playbook,355,0,24,15,0,0,0,0,0,0,0,0,0,0,Insufficient Modularization
copy RMAN scipts,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Template tnsnames.ora for rman catalog,task,0,0,0,0,0,0,0,0,0,0,0,29,0,0,Large Task
Wallet create,task,0,0,0,0,0,0,0,0,0,0,0,26,0,0,Large Task
List wallet contents,task,0,0,0,0,0,0,0,0,0,0,0,26,0,0,Large Task
Wallet createCredential,task,0,0,0,0,0,0,0,0,0,0,0,31,0,0,Large Task
Wallet modifyCredential to ensure password is up to date,task,0,0,0,0,0,0,0,0,0,0,0,30,0,0,Large Task
Register Database in RMAN Catalog,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
Execute RMAN-Script at playbook,task,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Large Task
Add Environment variables to /etc/cron.d,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Create crontab entries for RMAN Backup,task,0,0,0,0,0,0,0,0,0,0,0,32,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\NationalGenomicsInfrastructure\irma-provision\roles\taca\tasks\main.yml,playbook,74,0,19,5,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_preview_modules\tests\integration\targets\azure_rm_publicipaddress\tasks\main.yml,playbook,95,0,19,5,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Azure\azure_modules\tests\integration\targets\azure_rm_mysqlserver\tasks\main.yml,playbook,585,0,85,7,0,0,0,0,0,0,0,0,0,0,Insufficient Modularization
Assert that facts are returned,task,0,0,0,0,0,0,0,0,0,0,0,22,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\ad_hoc_reporting\tasks\main.yml,playbook,169,0,13,12,0,0,0,0,0,0,0,0,0,0,Large Playbook
install single user access mongodb replica scripts,task,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Large Task
Unknown,task,0,0,0,0,0,0,0,0,0,0,0,72,0,0,Large Task
Creating firewall rules,task,0,0,0,0,0,0,0,0,0,0,0,40,0,0,Large Task
Update DHCP for Interface {{ set_network_ipv4_dhcp_label }},task,0,0,0,0,0,0,0,0,0,0,0,18,0,8,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\glusterfs\tasks\main.yml,playbook,0,0,0,0,0,0,0.269161292,0,0,0,0,0,0,0,Incohesive Playbook
Configure RM API credentials,task,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,423,0,48,8,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,0,0,0,0,5,5,0,0,0,0,0,0,0,0,high playbook coupling
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\frontend\tasks\main.yml,playbook,423,0,48,8,0,0,0,0,0,0,0,0,0,0,Large Playbook
install needed packages,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
copy sundry pagure configuration,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Install the SSL cert so that we can use https,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
set sebooleans so pagure can talk to the network (db + redis),task,0,0,0,0,0,0,0,0,0,0,0,0,61,0,Long Task Name
"Start and enable httpd, postfix, pagure_milter",task,0,0,0,0,0,0,0,0,0,0,0,28,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\skel\tasks\main.yml,playbook,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inconsistent Naming Convention 
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\antivirus\tasks\main.yml,playbook,76,0,8,8,0,0,0,0,0,0,0,0,0,0,Large Playbook
Create api protection client,task,0,0,0,0,0,0,0,0,0,0,0,25,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\settings\tasks\main2.yml,playbook,0,0,0,0,5,0,0,0,0,0,0,0,0,0,high playbook coupling
Update admin user id and project id in hieradata static.yaml,task,0,0,0,0,0,0,0,0,0,0,0,22,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,playbook,167,0,16,10,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,playbook,167,0,16,10,0,0,0,0,0,0,0,0,0,0,Large Playbook
Create global webroot directories if allowed,task,0,0,0,0,0,0,0,0,0,0,0,19,0,0,Large Task
Create default welcome page if enabled,task,0,0,0,0,0,0,0,0,0,0,0,19,0,0,Large Task
Generate nginx server configuration,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
Disable nginx server configuration,task,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Large Task
Enable nginx server configuration,task,0,0,0,0,0,0,0,0,0,0,0,23,0,0,Large Task
Install the python venv,task,0,0,0,0,0,0,0,0,0,0,0,20,0,0,Large Task
Create octavia dir,task,0,0,0,0,0,0,0,0,0,0,0,20,0,0,Large Task
Unknown,task,0,0,0,0,0,0,0,0,0,0,0,23,0,0,Large Task
Install DLRN deps,task,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Large Task
Async:: Provisioning AWS_EC2 Resource,task,0,0,0,0,0,0,0,0,0,0,0,21,0,3,Large Task
deprovision os_router,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
provision os_router,task,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Large Task
provision/deprovision os_zone,task,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml,playbook,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Inconsistent Naming Convention 
Setup rabbitmy/erlang repo from packagecloud for RH,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
Setup rabbit repo from packagecloud for RH,task,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml,playbook,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Inconsistent Naming Convention 
Deploy the RBD Mirror daemon,task,0,0,0,0,0,0,0,0,0,0,0,28,0,0,Large Task
Configure RBD mirror,task,0,0,0,0,0,0,0,0,0,0,0,29,0,0,Large Task
Replaces device configuration of listed acl with provided configuration,task,0,0,0,0,0,0,0,0,0,0,0,42,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,playbook,107,1,0,0,0,12,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,playbook,107,1,0,0,0,0,0,0,0,0,0,0,0,0,Insufficient Modularization
Install and manage Roundcube Web mail,play,0,0,0,0,0,0,0,147,0,0,0,0,0,0,Large Play
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-lint\examples\playbooks\rule-partial-become-without-become-pass.yml,playbook,0,0,0,0,0,0,0.30930086,0,0,0,0,0,0,0,Incohesive Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,playbook,341,0,53,6,0,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,playbook,341,0,53,6,0,0,0,0,0,0,0,0,0,0,Large Playbook
"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",task,0,0,0,0,0,0,0,0,0,0,0,29,0,0,Large Task
"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",task,0,0,0,0,0,0,0,0,0,0,0,0,99,0,Long Task Name
Define dense representation of security group rules with multiple remote ip prefixes per rule,task,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Large Task
"update hosts file for localhost.localhost (workaround for puppet, discovered on centos7)",task,0,0,0,0,0,0,0,0,0,0,0,0,88,0,Long Task Name
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\bluebanquise\bluebanquise\collections\monitoring\roles\prometheus\tasks\server_ipmi_exporter.yml,playbook,0,0,0,0,0,0,0,0,0,0,4,0,0,4,Inconsistent Naming Convention 
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,1,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,0,0,0,0,0,0,0,0,0,Large Playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,playbook,144,1,22,6,0,0,0,0,0,0,0,0,0,0,Insufficient Modularization
Solve lab App Management Basics of cp-ocp-admin-storage workshop,play,0,0,0,0,0,0,0,148,22,6.727272727,0,0,0,0,Large Play
Avi StringGroup | Create or Update StringGroup,task,0,0,0,0,0,0,0,0,0,0,0,27,0,0,Large Task
FileGenerator updates for tenant-specific resources,task,0,0,0,0,0,0,0,0,0,0,0,32,0,0,Large Task
create a new directory for each tenant under $deploy/site-config/multi-tenant/,task,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Long Task Name
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-python_venv_build\tests\test.yml,playbook,167,4,21,6,1,0,0,0,0,0,0,0,0,0,complex playbook
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-python_venv_build\tests\test.yml,playbook,167,4,21,6,0,0,0,0,0,0,0,0,0,0,Large Playbook
Install the EPEL repository,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\ardana-ansible\roles\service-guest-image\tasks\upload_image.yml,playbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inconsistent Naming Convention 
service-guest-image | upload-image | find image that matches the checksum and name,task,0,0,0,0,0,0,0,0,0,0,0,19,0,0,Large Task
service-guest-image | upload-image | find image that matches the checksum and name,task,0,0,0,0,0,0,0,0,0,0,0,0,82,0,Long Task Name
service-guest-image | upload-image | Upload new datastore image,task,0,0,0,0,0,0,0,0,0,0,0,20,0,0,Large Task
Ensure the VM disk volumes exist,task,0,0,0,0,0,0,0,0,0,0,0,17,0,0,Large Task
